Title,SalesOrderNo,Customer,WTClass,OrderDate,LineKey,ShipExpiryDate,ParentItem,ComponentItem,ProductLineDesc,ItemDesc,WTNumber,WTParent,WTPart,WTStep,ShipLocation,ProductLocation,InventoryLocation,DefaultLocation,Quantity,UOM,TransferType,DayStillShip,AlertId,SalesPersonName,Weight,ItemType,Revenue,Cost,Lf,Sf
"0089147-NO W/T  OSA48 000035",0089147,30-GRAN01,IND,2017-09-28,000035,2017-12-18,"Pick & Pack",OSA48,Hardware,"Angle Iron Offset 4x5.5in Plate Designed for 4in Rack, 8in OAL with drills at 6in and 7in w/Attachment Hardware",,,N,,430,,430,430,172,EA,,-30,89b40704-2029-53ab-a7da-700fe209c2f7,"Brian Stevenson",761.96,"Pick & Pack",5758.56,,,
"0089147-NO W/T  WSTPY70BK 000033",0089147,30-GRAN01,IND,2017-09-28,000033,2017-12-18,"Pick & Pack",WSTPY70BK,Hardware,"1in x 27.5in Black Web Strap w/ Buckle",,,N,,430,,430,430,134,EA,,-30,00d32d9d-1984-511f-b5e0-d27f6a121c13,"Brian Stevenson",14.74,"Pick & Pack",423.44,123.28,,
"0089147-NO W/T  EB386.0G 000031",0089147,30-GRAN01,IND,2017-09-28,000031,2017-12-18,"Pick & Pack",EB386.0G,Hardware,"3/8 x 6.0 Eyebolt Galv 2-1/2in Thread",,,N,,430,,430,430,148,EA,,-30,bf51d910-ecf3-5e42-a16e-0a6c9f4f4c5f,"Brian Stevenson",,"Pick & Pack",,,,
"0089147-NO W/T  EBA386.0G 000030",0089147,30-GRAN01,IND,2017-09-28,000030,2017-12-18,"Pick & Pack",EBA386.0G,Hardware,"3/8 x 6.0 Eyebolt Galv 2-1/2in Thread w/ FN",,,N,,430,,430,430,148,EA,,-30,f3243d04-6b3d-58f8-af58-00763e666130,"Brian Stevenson",45.88,"Pick & Pack",569.8,,,
"0089147-NO W/T  CAB14G 000027",0089147,30-GRAN01,IND,2017-09-28,000027,2017-12-18,"Pick & Pack",CAB14G,Cable,"1/4 Galv Aircraft Cable1 Spool @ 1600ft",,,N,,430,,430,430,1600,FT,,-30,cd6bf484-9106-5c44-a340-074e36034bd1,"Brian Stevenson",176,"Pick & Pack",528,232,,
"0089147-NO W/T  CAB14G2000 000026",0089147,30-GRAN01,IND,2017-09-28,000026,2017-12-18,"Pick & Pack",CAB14G2000,Cable,"1/4 x 2000ft Galv Aircraft Cable",,,N,,430,,430,430,1,EA,,-30,771bdfde-d50e-533a-b154-7418298248a4,"Brian Stevenson",221,"Pick & Pack",660,290,,
"0089280-NO W/T  /IOI-A 000001",0089280,50-GREA05,PLA,2017-10-04,000001,2017-10-01,,/IOI-A,"Non Inventory","Complementary Site Survey Includes (2) Travel Days (1) Onsite Day",,,N,,000,,,,3,EACH,,-108,0b8977bc-82b0-57fb-babe-3dbc84cae88d,"Robin Ritz",,"Pick & Pack",3885,,,
"0088133-NO W/T  RPYB025SD-N 000002",0088133,50-INTE19,PLA,2017-08-21,000002,2017-12-12,,RPYB025SD-N,Rope,"Polyester Braid 1/4in x 1000ft Sand",,,N,,000,,000,000,1,SP10,,-36,6248906d-6df1-5548-9b20-9df481cb3812,"Robin Ritz",0.01,"Pick & Pack",132,56.75,,
"0090650-NO W/T  UB4X55 000016",0090650,30-STOR09,IND,2017-12-05,000016,2017-12-13,"Pick & Pack",UB4X55,Hardware,"3/8 x 4 x 5.5 U-Bolt 4in Thread",,,N,,430,,430,430,40,EA,,-35,d7208de4-0e11-51c0-8f5f-0460311abed2,"Brian Stevenson",,"Pick & Pack",,,,
"0090650-NO W/T  OS48 000015",0090650,30-STOR09,IND,2017-12-05,000015,2017-12-13,"Pick & Pack",OS48,Hardware,"Angle Iron Offset 4x5.5in Plate Designed for 4in Rack, 8in OAL with drills at 6in and 7in, Powder Coat ZINC Drawing OS4X, 02/01/07, Rev 6",,,N,,430,,430,430,20,EA,,-35,30d493bd-7571-5197-b697-496a92cf2cc9,"Brian Stevenson",,"Pick & Pack",,,,
"0090650-NO W/T  OSA48 000014",0090650,30-STOR09,IND,2017-12-05,000014,2017-12-13,"Pick & Pack",OSA48,Hardware,"Angle Iron Offset 4x5.5in Plate Designed for 4in Rack, 8in OAL with drills at 6in and 7in w/Attachment Hardware",,,N,,430,,430,430,20,EA,,-35,ed4f2c2d-0d49-53a6-a262-fb13cb490bae,"Brian Stevenson",88.6,"Pick & Pack",669.6,,,
"0090650-NO W/T  WSTPY70BK 000011",0090650,30-STOR09,IND,2017-12-05,000011,2017-12-13,"Pick & Pack",WSTPY70BK,Hardware,"1in x 27.5in Black Web Strap w/ Buckle",,,N,,430,,430,430,24,EA,,-35,e2111afb-178e-5c89-930b-425ef8780293,"Brian Stevenson",2.64,"Pick & Pack",75.84,23.04,,
"0090650-NO W/T  EB386.0G 000009",0090650,30-STOR09,IND,2017-12-05,000009,2017-12-13,"Pick & Pack",EB386.0G,Hardware,"3/8 x 6.0 Eyebolt Galv 2-1/2in Thread",,,N,,430,,430,430,30,EA,,-35,a2b1a0b9-d2f8-5d0b-b77e-236bc78a79f7,"Brian Stevenson",,"Pick & Pack",,,,
"0090650-NO W/T  EBA386.0G 000008",0090650,30-STOR09,IND,2017-12-05,000008,2017-12-13,"Pick & Pack",EBA386.0G,Hardware,"3/8 x 6.0 Eyebolt Galv 2-1/2in Thread w/ FN",,,N,,430,,430,430,30,EA,,-35,01c9964d-4888-57dd-81f8-d878d4a82ff5,"Brian Stevenson",9.3,"Pick & Pack",115.5,,,
"0090650-NO W/T  CAB14G0200 000005",0090650,30-STOR09,IND,2017-12-05,000005,2017-12-13,"Pick & Pack",CAB14G0200,Cable,"1/4 x 200ft Galv Aircraft Cable",,,N,,430,,430,430,2,EA,,-35,16c78a26-048f-59b7-a65b-f248d10b7141,"Brian Stevenson",45.24,"Pick & Pack",132,58,,
"0090539-NO W/T  ROC-BLOC2K 000106",0090539,10-EAGL01,SAF,2017-11-29,000106,2017-12-13,,ROC-BLOC2K,Netting,"DELETED from Project4x15",,,N,,181,,181,000,,EA,,-35,26a8ab61-7028-5297-9a14-8eeea2067d9c,"Brian Hillery",,"Pick & Pack",,,,
"0090539-NO W/T  ROC-BLOC2K 000071",0090539,10-EAGL01,SAF,2017-11-29,000071,2017-12-13,,ROC-BLOC2K,Netting,"DELETED for Project4'x16' Vertical",,,N,,181,,181,000,,EA,,-35,1858be04-adc6-570b-ad7b-f7153243c806,"Brian Hillery",,"Pick & Pack",,,,
"0090714-NO W/T  UB4X55 000016",0090714,30-THOR01,IND,2017-12-07,000016,2017-12-14,"Pick & Pack",UB4X55,Hardware,"3/8 x 4 x 5.5 U-Bolt 4in Thread",,,N,,430,,430,430,24,EA,,-34,df804e34-1d59-584d-931b-c31bd9d0fd83,"Brian Stevenson",,"Pick & Pack",,,,
"0090714-NO W/T  OS48 000015",0090714,30-THOR01,IND,2017-12-07,000015,2017-12-14,"Pick & Pack",OS48,Hardware,"Angle Iron Offset 4x5.5in Plate Designed for 4in Rack, 8in OAL with drills at 6in and 7in, Powder Coat ZINC Drawing OS4X, 02/01/07, Rev 6",,,N,,430,,430,430,12,EA,,-34,ff1d37f2-c7b6-5be2-a48e-3e37cf43274d,"Brian Stevenson",,"Pick & Pack",,,,
"0090714-NO W/T  OSA48 000014",0090714,30-THOR01,IND,2017-12-07,000014,2017-12-14,"Pick & Pack",OSA48,Hardware,"Angle Iron Offset 4x5.5in Plate Designed for 4in Rack, 8in OAL with drills at 6in and 7in w/Attachment Hardware",,,N,,430,,430,430,12,EA,,-34,b8d26b18-f840-5097-9fe4-7f9d1072debc,"Brian Stevenson",53.16,"Pick & Pack",401.76,,,
"0090714-NO W/T  EB386.0G 000010",0090714,30-THOR01,IND,2017-12-07,000010,2017-12-14,"Pick & Pack",EB386.0G,Hardware,"3/8 x 6.0 Eyebolt Galv 2-1/2in Thread",,,N,,430,,430,430,15,EA,,-34,905d9d67-739c-5bad-a95e-e410adba0a88,"Brian Stevenson",,"Pick & Pack",,,,
"0090714-NO W/T  EBA386.0G 000009",0090714,30-THOR01,IND,2017-12-07,000009,2017-12-14,"Pick & Pack",EBA386.0G,Hardware,"3/8 x 6.0 Eyebolt Galv 2-1/2in Thread w/ FN",,,N,,430,,430,430,15,EA,,-34,a3d5997d-36d0-5cc8-ab69-3fc48fa8d92b,"Brian Stevenson",4.65,"Pick & Pack",57.75,,,
"0090714-NO W/T  CAB14G0100 000006",0090714,30-THOR01,IND,2017-12-07,000006,2017-12-14,"Pick & Pack",CAB14G0100,Cable,"1/4 x 100ft Galv Aircraft Cable",,,N,,430,,430,430,1,EA,,-34,67b55905-c45c-537d-b9fb-9c166797bbb3,"Brian Stevenson",12.18,"Pick & Pack",33,14.5,,
"0090714-NO W/T  CAB14G0300 000005",0090714,30-THOR01,IND,2017-12-07,000005,2017-12-14,"Pick & Pack",CAB14G0300,Cable,"1/4 x 300ft Galv Aircraft Cable",,,N,,430,,430,430,1,EA,,-34,b9bdc25f-a158-5f3a-919e-fd8b2fb4a1e0,"Brian Stevenson",32.99,"Pick & Pack",99,43.5,,
"0090625-NO W/T  UB4X55 000041",0090625,30-WORL04,IND,2017-12-04,000041,2017-12-12,"Pick & Pack",UB4X55,Hardware,"3/8 x 4 x 5.5 U-Bolt 4in Thread",,,N,,430,,430,430,48,EA,,-36,34171985-f449-5a6f-8369-4b9e2a4f4808,"Brian Stevenson",,"Pick & Pack",,,,
"0090625-NO W/T  XCAB 000040",0090625,30-WORL04,IND,2017-12-04,000040,2017-12-12,"Pick & Pack",XCAB,Hardware,"1/4in x 11ft Galv Cable with one end pressed with 1/4in Galv Thimble and 3/8 x 2.5 Galv Eyebolt",,,N,,430,,430,430,12,EA,,-36,4939b70a-22db-5e57-b7ea-d69d93c595bd,"Brian Stevenson",,"Pick & Pack",,,,
"0090625-NO W/T  EB386.0G 000036",0090625,30-WORL04,IND,2017-12-04,000036,2017-12-12,"Pick & Pack",EB386.0G,Hardware,"3/8 x 6.0 Eyebolt Galv 2-1/2in Thread",,,N,,430,,430,430,12,EA,,-36,6dbbd8f7-3f3d-52f6-a3f4-51e06100a4bb,"Brian Stevenson",,"Pick & Pack",,,,
"0090625-NO W/T  UB4X55 000029",0090625,30-WORL04,IND,2017-12-04,000029,2017-12-12,"Pick & Pack",UB4X55,Hardware,"3/8 x 4 x 5.5 U-Bolt 4in Thread",,,N,,430,,430,430,16,EA,,-36,c5a5e450-a40d-5087-a6c9-b82e5a8b5a1e,"Brian Stevenson",,"Pick & Pack",,,,
"0090625-NO W/T  OS46 000028",0090625,30-WORL04,IND,2017-12-04,000028,2017-12-12,"Pick & Pack",OS46,Hardware,"Angle Iron Offset on 4x5.5in Plate, Designed of 4in Rack, 6in OAL, with Holes at 4in and 5in",,,N,,430,,430,430,8,EA,,-36,0e00e0bb-bf7b-58f1-b089-1ad571703fda,"Brian Stevenson",,"Pick & Pack",,,,
"0090625-NO W/T  OSA46 000027",0090625,30-WORL04,IND,2017-12-04,000027,2017-12-12,"Pick & Pack",OSA46,Hardware,"Angle Iron Offset 4x5.5in Plate Designed for 4in Rack, 6in OAL with drills at 4in and 5in w/Attachment Hardware",,,N,,430,,430,430,8,EA,,-36,24e99f6a-e259-5135-ae10-0e7fd82c427f,"Brian Stevenson",34.4,"Pick & Pack",267.84,,,
"0090625-NO W/T  UB4X55 000025",0090625,30-WORL04,IND,2017-12-04,000025,2017-12-12,"Pick & Pack",UB4X55,Hardware,"3/8 x 4 x 5.5 U-Bolt 4in Thread",,,N,,430,,430,430,112,EA,,-36,bfb7de8f-1639-5698-8c75-4c5876550a1e,"Brian Stevenson",,"Pick & Pack",,,,
"0090625-NO W/T  OS42.2 000023",0090625,30-WORL04,IND,2017-12-04,000023,2017-12-12,"Pick & Pack",OS42.2,Hardware,"Angle Iron Offset 4in x 5.5in Sq Plate for 4in Rack, 2in OAL w/ 7/16in drills @ .5in & 1.13in on vertical legs, Powder Coat ZINC",,,N,,430,,430,430,56,EA,,-36,6cf383ac-b773-59e2-a62c-4b5e5c7d0e13,"Brian Stevenson",,"Pick & Pack",,,,
"0090625-NO W/T  OSA42.2 000022",0090625,30-WORL04,IND,2017-12-04,000022,2017-12-12,"Pick & Pack",OSA42.2,Hardware,"Angle Iron Offset 4x5.5in Plate for 4in Rack, 2in OAL drill thrus at .5in and 1.13in, with Attachment Hardware",,,N,,430,,430,430,56,EA,,-36,cbe22ad4-f430-52d0-8727-d0114a2da42c,"Brian Stevenson",190.4,"Pick & Pack",1874.88,,,
"0090625-NO W/T  WSTPY70BK 000019",0090625,30-WORL04,IND,2017-12-04,000019,2017-12-12,"Pick & Pack",WSTPY70BK,Hardware,"1in x 27.5in Black Web Strap w/ Buckle",,,N,,430,,430,430,46,EA,,-36,0a57ae8f-7729-5610-93eb-8796d223a377,"Brian Stevenson",5.06,"Pick & Pack",145.36,44.16,,
"0090625-NO W/T  EB386.0G 000017",0090625,30-WORL04,IND,2017-12-04,000017,2017-12-12,"Pick & Pack",EB386.0G,Hardware,"3/8 x 6.0 Eyebolt Galv 2-1/2in Thread",,,N,,430,,430,430,73,EA,,-36,0715d1e1-6574-5610-9cd8-59ae616bdff6,"Brian Stevenson",,"Pick & Pack",,,,
"0090625-NO W/T  EBA386.0G 000016",0090625,30-WORL04,IND,2017-12-04,000016,2017-12-12,"Pick & Pack",EBA386.0G,Hardware,"3/8 x 6.0 Eyebolt Galv 2-1/2in Thread w/ FN",,,N,,430,,430,430,73,EA,,-36,b17f56f8-0c6a-5c7b-9fac-4287ce1f0d6e,"Brian Stevenson",22.63,"Pick & Pack",281.05,,,
"0090625-NO W/T  CAB14G0300 000013",0090625,30-WORL04,IND,2017-12-04,000013,2017-12-12,"Pick & Pack",CAB14G0300,Cable,"1/4 x 300ft Galv Aircraft Cable",,,N,,430,,430,430,1,EA,,-36,9226cfea-b1cc-5f0f-8020-554946159a6f,"Brian Stevenson",32.99,"Pick & Pack",99,43.5,,
"0090625-NO W/T  CAB14G1000 000012",0090625,30-WORL04,IND,2017-12-04,000012,2017-12-12,"Pick & Pack",CAB14G1000,Cable,"1/4 x 1000ft Galv Aircraft Cable",,,N,,430,,430,430,1,EA,,-36,21b18c63-a231-508a-b6a8-e6744b3a5fdb,"Brian Stevenson",107,"Pick & Pack",330,145,,
"0090625-NO W/T  EB382.5G 000051",0090625,30-WORL04,IND,2017-12-04,000051,2017-12-12,"Pick & Pack",EB382.5G,Hardware,"3/8 x 2.5 Eyebolt Galv 1-5/8in Thread",,,N,,430,,430,430,8,EA,,-36,31bdc9f8-48cb-5749-ab6e-87e17efbe98b,"Brian Stevenson",,"Pick & Pack",,,,
"0090625-NO W/T  DB6 000047",0090625,30-WORL04,IND,2017-12-04,000047,2017-12-12,"Pick & Pack",DB6,Hardware,"Diagonal Brace 6 ft 2x2 Galv Telespar",,,N,,430,,430,430,8,EA,,-36,c764a41d-81de-5765-a987-e69687f3d05c,"Brian Stevenson",,"Pick & Pack",,,,
"0090658-NO W/T  WSTPY70BK 000014",0090658,30-DAKE01,IND,2017-12-07,000014,2018-01-03,"Pick & Pack",WSTPY70BK,Hardware,"1in x 27.5in Black Web Strap w/ Buckle",,,N,,430,,430,430,765,EA,,-14,b8674991-adba-5893-89fd-11de70cd7829,"Brian Stevenson",84.15,"Pick & Pack",2417.4,734.4,,
"0090658-NO W/T  EB386.0G 000012",0090658,30-DAKE01,IND,2017-12-07,000012,2018-01-03,"Pick & Pack",EB386.0G,Hardware,"3/8 x 6.0 Eyebolt Galv 2-1/2in Thread",,,N,,430,,430,430,630,EA,,-14,31aa6e96-3ee9-5b93-92e8-f37e42eb028d,"Brian Stevenson",,"Pick & Pack",,,,
"0090658-NO W/T  EBA386.0G 000011",0090658,30-DAKE01,IND,2017-12-07,000011,2018-01-03,"Pick & Pack",EBA386.0G,Hardware,"3/8 x 6.0 Eyebolt Galv 2-1/2in Thread w/ FN",,,N,,430,,430,430,630,EA,,-14,e0cacc51-daec-5cfe-b195-c27ab616198a,"Brian Stevenson",195.3,"Pick & Pack",2425.5,,,
"0090658-NO W/T  CAB14G2000 000008",0090658,30-DAKE01,IND,2017-12-07,000008,2018-01-03,"Pick & Pack",CAB14G2000,Cable,"1/4 x 2000ft Galv Aircraft Cable",,,N,,430,,430,430,12,EA,,-14,c0818ee3-08ee-50b2-bbb5-4b8be077d1d4,"Brian Stevenson",2652,"Pick & Pack",7920,3480,,
"0090658-NO W/T  UB4X55 000020",0090658,30-DAKE01,IND,2017-12-07,000020,2018-01-03,"Pick & Pack",UB4X55,Hardware,"3/8 x 4 x 5.5 U-Bolt 4in Thread",,,N,,430,,430,430,1710,EA,,-14,740bbeee-b1ab-506d-9b73-44d3489646c8,"Brian Stevenson",,"Pick & Pack",,,,
"0090658-NO W/T  OS46 000019",0090658,30-DAKE01,IND,2017-12-07,000019,2018-01-03,"Pick & Pack",OS46,Hardware,"Angle Iron Offset on 4x5.5in Plate, Designed of 4in Rack, 6in OAL, with Holes at 4in and 5in",,,N,,430,,430,430,855,EA,,-14,11040bca-d7ac-5a9f-b6e6-939767b4d53c,"Brian Stevenson",,"Pick & Pack",,,,
"0090658-NO W/T  OSA46 000018",0090658,30-DAKE01,IND,2017-12-07,000018,2018-01-03,"Pick & Pack",OSA46,Hardware,"Angle Iron Offset 4x5.5in Plate Designed for 4in Rack, 6in OAL with drills at 4in and 5in w/Attachment Hardware",,,N,,430,,430,430,855,EA,,-14,69744b93-d839-59b3-bb1a-8db23b23b426,"Brian Stevenson",3676.5,"Pick & Pack",28625.4,,,
"0090512-NO W/T  WSTPY70BK 000006",0090512,15-LAKE01,OPN,2017-11-28,000006,2018-01-23,"Pick & Pack",WSTPY70BK,Hardware,"1in x 27.5in Black Web Strap w/ Buckle",,,N,,000,,000,430,6,EA,,5,a5f4ea7a-3b53-5bea-88d4-efe0fea2dc57,"Joe Menhart",0.66,"Pick & Pack",,5.76,,
"0090512-NO W/T  TDROPN 000004",0090512,15-LAKE01,OPN,2017-11-28,000004,2018-01-23,"Pick & Pack",TDROPN,Hardware,"Tie-Down Ring, Zinc Plated Steel, 1in DIA",,,N,,000,,000,000,10,EA,,5,b706b0bf-83a4-5d20-861e-fc9f7cbe6f77,"Joe Menhart",1.2,"Pick & Pack",,16,,
"0090512-NO W/T  SH080BK 000003",0090512,15-LAKE01,OPN,2017-11-28,000003,2018-01-23,"Pick & Pack",SH080BK,Hardware,"Snap Hook 80mm Powder Coated Black",,,N,,000,,000,000,10,EA,,5,44104a7b-8071-566b-9433-8a333c333341,"Joe Menhart",1.3,"Pick & Pack",,2.9,,
"0090512-NO W/T  OPN820H-CH 000002",0090512,15-LAKE01,OPN,2017-11-28,000002,2018-01-23,,OPN820H-CH,Netting,"Orchestra Pit Net Conductor's HatchModel 820 2-1/2in HTPP Knotless NettingSewn Border:  RPYB025BKAttached to OPN with VEL1X6BSize: Approx. 3ft 6in x 5ft, 12ft from stage right, nearly flush with house",,,N,,000,,000,000,1,EA,,5,504772b5-a6fb-5945-863f-c2c130cf5dc9,"Joe Menhart",,"Pick & Pack",,13.92,,
"0090512-NO W/T  OPN820H 000001",0090512,15-LAKE01,OPN,2017-11-28,000001,2018-01-23,,OPN820H,Netting,"Orchestra Pit NetModel 820 2-1/2in HTPP Knotless NettingSewn Border:  RPYB025BKWoven Border:  RHT3S050BKSize: 7ft 2in x 37ft 2in",,,N,,000,,000,000,1,EA,,5,07257c1b-06f8-5df5-84a4-9aabbd2de4fc,"Joe Menhart",,"Pick & Pack",4492,129.58,,
"0090721-NO W/T  1250 000001",0090721,60-ALLT02,SPT,2017-12-07,000001,2017-12-12,,1250,Netting,"HTPP 2in SqWidth: 10.00Length: 75.00Mesh Color: BlackBorder - Polyester 1/4in Braid Black",,,N,,000,,000,430,1,EA,,-36,976435f7-f2ee-5ff6-8a7e-72b10a24a36c,"Charles Crawford",0.03,"Pick & Pack",387,0.24,,
"0090716-NO W/T  WSTPY70BK 000004",0090716,30-ADVA03,IND,2017-12-07,000004,2017-12-19,"Pick & Pack",WSTPY70BK,Hardware,"1in x 27.5in Black Web Strap w/ Buckle",,,N,,430,,430,430,20,EA,,-29,091c885f-c401-51f7-9f8e-ddad359403fe,"Jerry O'Neill",2.2,"Pick & Pack",63.2,19.2,,
"0090294-NO W/T  TIE08 000005",0090294,30-INTE14,IND,2017-11-15,000005,2017-12-28,"Pick & Pack",TIE08,Hardware,"Cable Tie 7.9in 120lb Black - 100/bag",,,N,,430,,430,181,1000,EA,,-20,a0ec42b6-e6dc-5bdb-9eb6-9dfb428a884e,"Brian Stevenson",10,"Pick & Pack",110,33.6,,
"0090631-NO W/T  EB382.5G 000039",0090631,30-FIRS01,IND,2017-12-04,000039,2017-12-07,"Pick & Pack",EB382.5G,Hardware,"3/8 x 2.5 Eyebolt Galv 1-5/8in Thread",,,N,,430,,430,430,2,EA,,-41,9e5f0114-4568-5ce6-bbf1-08981c9157b0,"Brian Stevenson",,"Pick & Pack",,,,
"0090631-NO W/T  DB6 000035",0090631,30-FIRS01,IND,2017-12-04,000035,2017-12-07,"Pick & Pack",DB6,Hardware,"Diagonal Brace 6 ft 2x2 Galv Telespar",,,N,,430,,430,430,2,EA,,-41,44c56d4e-8d73-5e67-8cff-15d7973cdac5,"Brian Stevenson",,"Pick & Pack",,,,
"0090631-NO W/T  UB4X55 000029",0090631,30-FIRS01,IND,2017-12-04,000029,2017-12-07,"Pick & Pack",UB4X55,Hardware,"3/8 x 4 x 5.5 U-Bolt 4in Thread",,,N,,430,,430,430,12,EA,,-41,d9e9d67c-2222-5391-8019-76a276bd9388,"Brian Stevenson",,"Pick & Pack",,,,
"0090631-NO W/T  XCAB 000028",0090631,30-FIRS01,IND,2017-12-04,000028,2017-12-07,"Pick & Pack",XCAB,Hardware,"1/4in x 11ft Galv Cable with one end pressed with 1/4in Galv Thimble and 3/8 x 2.5 Galv Eyebolt",,,N,,430,,430,430,3,EA,,-41,98aa36c5-1775-588a-a180-7e654d2684d8,"Brian Stevenson",,"Pick & Pack",,,,
"0090631-NO W/T  EB386.0G 000024",0090631,30-FIRS01,IND,2017-12-04,000024,2017-12-07,"Pick & Pack",EB386.0G,Hardware,"3/8 x 6.0 Eyebolt Galv 2-1/2in Thread",,,N,,430,,430,430,3,EA,,-41,3e9b5525-5bd6-5684-b58d-1c9d86064103,"Brian Stevenson",,"Pick & Pack",,,,
"0090631-NO W/T  UB4X55 000017",0090631,30-FIRS01,IND,2017-12-04,000017,2017-12-07,"Pick & Pack",UB4X55,Hardware,"3/8 x 4 x 5.5 U-Bolt 4in Thread",,,N,,430,,430,430,28,EA,,-41,8abeb0ba-fcc8-5bab-ad1a-b2fdaeaa0437,"Brian Stevenson",,"Pick & Pack",,,,
"0090631-NO W/T  OS48 000016",0090631,30-FIRS01,IND,2017-12-04,000016,2017-12-07,"Pick & Pack",OS48,Hardware,"Angle Iron Offset 4x5.5in Plate Designed for 4in Rack, 8in OAL with drills at 6in and 7in, Powder Coat ZINC Drawing OS4X, 02/01/07, Rev 6",,,N,,430,,430,430,14,EA,,-41,432ef0c2-89fa-5a3e-914e-ea73b1c71791,"Brian Stevenson",,"Pick & Pack",,,,
"0090631-NO W/T  OSA48 000015",0090631,30-FIRS01,IND,2017-12-04,000015,2017-12-07,"Pick & Pack",OSA48,Hardware,"Angle Iron Offset 4x5.5in Plate Designed for 4in Rack, 8in OAL with drills at 6in and 7in w/Attachment Hardware",,,N,,430,,430,430,14,EA,,-41,ebcfb85c-28f5-53d3-ad50-17c146fc76a0,"Brian Stevenson",62.02,"Pick & Pack",468.72,,,
"0090631-NO W/T  WSTPY70BK 000012",0090631,30-FIRS01,IND,2017-12-04,000012,2017-12-07,"Pick & Pack",WSTPY70BK,Hardware,"1in x 27.5in Black Web Strap w/ Buckle",,,N,,430,,430,430,8,EA,,-41,6aecc692-1a38-52d5-aeea-019eb0686864,"Brian Stevenson",0.88,"Pick & Pack",25.28,7.68,,
"0090631-NO W/T  EB386.0G 000010",0090631,30-FIRS01,IND,2017-12-04,000010,2017-12-07,"Pick & Pack",EB386.0G,Hardware,"3/8 x 6.0 Eyebolt Galv 2-1/2in Thread",,,N,,430,,430,430,15,EA,,-41,590ed5d4-1424-51af-80c2-f424d02737d1,"Brian Stevenson",,"Pick & Pack",,,,
"0090631-NO W/T  EBA386.0G 000009",0090631,30-FIRS01,IND,2017-12-04,000009,2017-12-07,"Pick & Pack",EBA386.0G,Hardware,"3/8 x 6.0 Eyebolt Galv 2-1/2in Thread w/ FN",,,N,,430,,430,430,15,EA,,-41,c6aa82b9-b98f-5a74-92b3-d18b6607bd52,"Brian Stevenson",4.65,"Pick & Pack",57.75,,,
"0090631-NO W/T  CAB14G0200 000006",0090631,30-FIRS01,IND,2017-12-04,000006,2017-12-07,"Pick & Pack",CAB14G0200,Cable,"1/4 x 200ft Galv Aircraft Cable",,,N,,430,,430,430,1,EA,,-41,cbaa5642-3879-5c9f-8510-e676af892387,"Brian Stevenson",22.62,"Pick & Pack",66,29,,
"0090621-NO W/T  EB382.5G 000050",0090621,30-SCHA03,IND,2017-12-04,000050,2017-12-11,"Pick & Pack",EB382.5G,Hardware,"3/8 x 2.5 Eyebolt Galv 1-5/8in Thread",,,N,,430,,430,430,2,EA,,-37,fbc07291-6426-5fb1-bdb3-68ddf2081ab8,"Jerry O'Neill",,"Pick & Pack",,,,
"0090621-NO W/T  DB6 000046",0090621,30-SCHA03,IND,2017-12-04,000046,2017-12-11,"Pick & Pack",DB6,Hardware,"Diagonal Brace 6 ft 2x2 Galv Telespar",,,N,,430,,430,430,2,EA,,-37,d667f3c5-6de2-58c8-9f0f-1caecf563f70,"Jerry O'Neill",,"Pick & Pack",,,,
"0090621-NO W/T  UB4X55 000040",0090621,30-SCHA03,IND,2017-12-04,000040,2017-12-11,"Pick & Pack",UB4X55,Hardware,"3/8 x 4 x 5.5 U-Bolt 4in Thread",,,N,,430,,430,430,20,EA,,-37,b9ca7605-ffa2-50a0-ba18-e63ea6584fa3,"Jerry O'Neill",,"Pick & Pack",,,,
"0090621-NO W/T  XCAB 000039",0090621,30-SCHA03,IND,2017-12-04,000039,2017-12-11,"Pick & Pack",XCAB,Hardware,"1/4in x 11ft Galv Cable with one end pressed with 1/4in Galv Thimble and 3/8 x 2.5 Galv Eyebolt",,,N,,430,,430,430,5,EA,,-37,30aa9595-025d-5633-85ac-ab98095600d8,"Jerry O'Neill",,"Pick & Pack",,,,
"0090621-NO W/T  EB386.0G 000035",0090621,30-SCHA03,IND,2017-12-04,000035,2017-12-11,"Pick & Pack",EB386.0G,Hardware,"3/8 x 6.0 Eyebolt Galv 2-1/2in Thread",,,N,,430,,430,430,5,EA,,-37,e7d5966a-a3bd-536f-b593-823199e63e99,"Jerry O'Neill",,"Pick & Pack",,,,
"0090621-NO W/T  UB4X55 000028",0090621,30-SCHA03,IND,2017-12-04,000028,2017-12-11,"Pick & Pack",UB4X55,Hardware,"3/8 x 4 x 5.5 U-Bolt 4in Thread",,,N,,430,,430,430,8,EA,,-37,6d0b25d4-f1b5-5912-a750-bda0b111adcc,"Jerry O'Neill",,"Pick & Pack",,,,
"0090621-NO W/T  OS46 000027",0090621,30-SCHA03,IND,2017-12-04,000027,2017-12-11,"Pick & Pack",OS46,Hardware,"Angle Iron Offset on 4x5.5in Plate, Designed of 4in Rack, 6in OAL, with Holes at 4in and 5in",,,N,,430,,430,430,4,EA,,-37,c3e473ea-8288-557d-961f-0958b8245618,"Jerry O'Neill",,"Pick & Pack",,,,
